mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,parameter,isoweek,random_id,model
0.06221226722027482,0.0017138179428460537,0.04591087781943207,0.002304534756690852,0.025655038453206498,0.05243968689504342,0.0910213432441837,0.16955669838806536,717.6320434528371,1.0094463029623306,theta,all,0,anon_model
1.6496044631191757,0.01733585395944736,0.38722888047234144,1.144219576015532,1.3946604693073255,1.5727514087540377,1.810521479545553,2.610405709227714,498.93618463935275,1.012843178350026,alpha,all,0,anon_model
1.5997140146746915,0.013369936194874905,0.31356073435426246,1.1445036059781215,1.3890448670929856,1.5496259786109197,1.7493272132395932,2.345271382584082,550.0278453924201,1.0118520673751472,beta,all,0,anon_model
1.5339113324041733,0.012506702557888346,0.29214582092059616,1.1132735066139885,1.3391543995464839,1.489419130647585,1.668734257417698,2.2349319510102963,545.6494399648441,1.0114661868045083,k,all,0,anon_model
0.9606747974899098,6.24228278413725e-4,0.040308440160935724,0.8849037779851624,0.9335853317748676,0.9590489939632381,0.9876051106279791,1.0419704830852572,4169.702853245218,0.999540264520789,R,all,0,anon_model
-1361.6786599890777,0.03875028769753494,1.289092423694977,-1365.002758020438,-1362.2783551166556,-1361.325481780897,-1360.7492979695435,-1360.2205523203404,1106.6702863163573,1.0025771758800217,lp__,all,0,anon_model
0.06417568274777868,0.0012332522396177805,0.045805905949146825,0.0032448544210467983,0.027403518757220496,0.05580698213178729,0.09180671720326301,0.16872022611704338,1379.5553457498975,1.0011417173485957,theta,53,0,anon_model
7.584542375571817,0.09448765671493552,2.7714707055194117,3.410229821483533,5.522056727129831,7.175623926355335,9.183076717285603,13.89949190112926,860.3406189806003,1.0021745069016141,alpha,53,0,anon_model
7.278071032115961,0.08547764970854464,2.566925619443246,3.3113679536540133,5.3868802385052055,6.921514527741757,8.816683541223416,12.998952624882444,901.8232431680299,1.0017098309739838,beta,53,0,anon_model
7.062850342223901,0.08349185399512936,2.5032541860869024,3.2578164203539637,5.2312797774568,6.711869623431086,8.533701693527838,12.648129350010409,898.9213435631108,1.001859440611937,k,53,0,anon_model
0.9727613195002814,0.001053721570344843,0.07083583342528649,0.8401555802578077,0.9215386971596964,0.9711315899729651,1.020369132088238,1.116365110038999,4519.124177683535,0.9993064515217396,R,53,0,anon_model
-308.8069004027429,0.036914561293623804,1.1931732142943599,-311.877258409734,-309.38044794908615,-308.5116401292929,-307.92661821103326,-307.3907307862885,1044.7480460780353,1.001517876816382,lp__,53,0,anon_model
0.05517625367787261,0.0011128741489165263,0.039983499872566865,0.002012199846218987,0.02241991142354921,0.049057725957774356,0.07817156732539676,0.14980692374539487,1290.8313502623814,1.0007612388857168,theta,54,0,anon_model
7.537408835418159,0.09041777620368081,2.9514926919905404,3.136813510412891,5.360685678106378,7.1003210509233785,9.204444632820707,14.217546280806038,1065.5547795891327,1.0022896281257412,alpha,54,0,anon_model
6.032896682727307,0.07031643977622279,2.311325048446163,2.553201874002092,4.283125300132554,5.712958907208451,7.41711186432569,11.25025393738748,1080.4590323933332,1.0021942580310967,beta,54,0,anon_model
7.094588553115725,0.08268477389171797,2.7291401700894937,3.0077692454317324,5.043412989179371,6.697990086654205,8.67709891272197,13.215504750511212,1089.4331783128084,1.0022597606738208,k,54,0,anon_model
1.1794205267768831,0.001326600944049445,0.0899050144290778,1.0131448591458843,1.1163877926570693,1.178781764723006,1.240345345884967,1.3587839795030636,4592.902499667039,0.9996751365980528,R,54,0,anon_model
-266.95118466032085,0.04024843287357626,1.2464338873395595,-270.1455047183326,-267.5105641059489,-266.6139876985185,-266.0500422435781,-265.52962755970424,959.0484445142677,1.0016704055084928,lp__,54,0,anon_model
0.05217527879748846,0.001031846864113452,0.04086927778267687,0.001965098239750578,0.019329749829131312,0.043015847116734424,0.07619287086406841,0.15236446580789617,1568.7850033795623,1.0012084673741848,theta,55,0,anon_model
7.3957426674223035,0.08037454797663449,2.4956648315280265,3.5192708587066472,5.546181628052029,7.080823837689342,8.848383913426726,13.261643238914504,964.1296326184957,0.9999642302686845,alpha,55,0,anon_model
8.08367930387555,0.08471674556524145,2.656985057153009,3.8793876599823913,6.107856969561314,7.760085887013254,9.68595692751436,14.023240178200501,983.647961645401,0.9999924812444059,beta,55,0,anon_model
6.989149676811018,0.07397073021897839,2.313525786273746,3.3792230582157483,5.286040123208963,6.7029918883337984,8.391332577494389,12.205083426784668,978.2027445519595,0.9999196491191578,k,55,0,anon_model
0.8666723162026444,9.41388364004032e-4,0.06283939153239994,0.7495052760860813,0.8242099706807885,0.864424378732624,0.9060969846705685,0.9970797397490322,4455.806169387556,1.0004263659254586,R,55,0,anon_model
-320.31178545729097,0.04159958234783134,1.3013593837066244,-323.78655779523683,-320.87543903176777,-319.9698006664214,-319.3883595685319,-318.86833578649095,978.6255612737493,1.000713752251173,lp__,55,0,anon_model
0.7206362332326819,0.004901515124490465,0.14578699415200158,0.2853461619892202,0.6776736678864633,0.7640838560123644,0.8144238976259324,0.8805192593952577,884.6609742719214,1.0023760147677467,theta,56,0,anon_model
3.758569672357735,0.08199779573615933,2.616652434533126,0.3886418657800195,1.7051955362182063,3.225252644429312,5.21057592775295,10.282393100178178,1018.3280908776986,1.0059972340218408,alpha,56,0,anon_model
6.001808275821923,0.09708541316850289,3.055059304038843,1.4773870451572728,3.697948757976859,5.613296186011662,7.718984041802673,13.154668923594533,990.2191563972933,1.0057674976840183,beta,56,0,anon_model
0.8303020991304993,0.013534196584393202,0.4640498495771266,0.20049081357791576,0.4880638889402418,0.7429573883436948,1.0789113529593948,1.9814382455770867,1175.612815725767,1.0048267172566168,k,56,0,anon_model
0.1395227813482102,4.8467287335887465e-4,0.03272939013281865,0.08471241215305994,0.11679240113713855,0.13646280503829808,0.15885345294815428,0.2117872239246075,4560.142341174346,1.000018968567396,R,56,0,anon_model
-88.71766778372827,0.04212127273133321,1.3633559695929314,-92.15962142736515,-89.39269285456066,-88.41104615815311,-87.67144092089202,-87.07804497221893,1047.648408462025,1.0037387539197615,lp__,56,0,anon_model
